hotel name,hotel URL,hotel ID,travel safe expect,travel safe note
"The Park Lane Hong Kong, a Pullman Hotel",https://www.tripadvisor.com/Hotel_Review-g294217-d304485-Reviews-The_Park_Lane_Hong_Kong_a_Pullman_Hotel-Hong_Kong.html,d304485,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Floors marked for social distancing    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Contactless check-in    Contactless check-out    Individually wrapped toiletries   ," The Park Lane Hong Kong, a Pullman Hotel has been ALLSAFE certified.

As guests continue to return to travel and lifestyle patterns, hygiene has become a top priority. Accor announces the implementation of its ALLSAFE Cleanliness &amp; Prevention Label across its hotels in Greater China, in response to the group’s concern for the safety and wellbeing of guests and employees in each of its destinations. ALLSAFE initiative includes an updated safety and hygiene training programme for staff, more stringent cleanliness standards, new guest contact measures, MICE protocols and enhanced food and safety practices. These measures have been developed with the support of Bureau Veritas, a recognized world leader in testing, inspections and certification services. ALLSAFE ensures confidence for a seamless return to the The Park Lane Hong Kong, a Pullman Hotel to dine, play, stay and meet safely. "
"Hyatt Regency Hong Kong, Sha Tin",https://www.tripadvisor.com/Hotel_Review-g294217-d1407387-Reviews-Hyatt_Regency_Hong_Kong_Sha_Tin-Hong_Kong.html,d1407387,   Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff   ," The safety and wellbeing of our guests is our top priority. In response to COVID-19, we have introduced enhanced measures for guests’ safety and peace of mind. They include:
- The facility is GBAC STAR™ accredited, GBAC STAR™ is a registered trademark of the Global Biorisk Advisory Council (GBAC), Inc. and licensed to ISSA. 
- Assurance of food safety through our HACCP certification, a globally recognized and independently audited food safety management system 

To learn more about our enhanced hygiene measures, please visit Hotel Policies page:  https://www.hyatt.com/en-US/hotel/china/hyatt-regency-hong-kong-sha-tin/shahr/policies  "
New World Millennium Hong Kong Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d302504-Reviews-New_World_Millennium_Hong_Kong_Hotel-Hong_Kong.html,d302504,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Contactless check-out    Individually wrapped toiletries   ," The safety of our guests and associates is always our first priority. COVID-19 updates, including examples of our precautionary measures, can be found at  https://newworldmillenniumhotel.com/en/covid-19-update/  "
Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d305887-Reviews-Park_Hotel_Hong_Kong-Hong_Kong.html,d305887,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Individually wrapped toiletries   ,None
Mini Hotel Central Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d1415169-Reviews-Mini_Hotel_Central_Hong_Kong-Hong_Kong.html,d1415169,None,None
the Figo,https://www.tripadvisor.com/Hotel_Review-g294217-d2357091-Reviews-The_Figo-Hong_Kong.html,d2357091,None,None
Nathan Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d305865-Reviews-Nathan_Hotel-Hong_Kong.html,d305865,None,None
Royal Park Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d305907-Reviews-Royal_Park_Hotel-Hong_Kong.html,d305907,   All linens sanitized in high-temperature wash    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Staff required to regularly wash hands    ,None
"Holiday Inn Express Hong Kong SoHo, an IHG hotel",https://www.tripadvisor.com/Hotel_Review-g294217-d2698132-Reviews-Holiday_Inn_Express_Hong_Kong_SoHo_an_IHG_hotel-Hong_Kong.html,d2698132,   Hand sanitizer available to guests &amp; staff    Regularly sanitized high-traffic areas     Staff required to regularly wash hands    ," A note from IHG® Hotels &amp; Resorts:
When you’re ready to travel again, we’ll be ready to welcome you. As the world adjusts to new travel norms and expectations, we’re enhancing the experience for you – our hotel guests – by redefining cleanliness and supporting wellbeing throughout your stay. We are expanding our commitment to cleanliness by:
• Using new science-led protocols and service measures by enhancing the IHG Way of Clean
• Partnering with industry leading experts Cleveland Clinic, Ecolab and Diversey
• Launching a global IHG Clean Promise
These strengthened procedures are designed to give you greater confidence and hotel teams the protection needed. For more information, please visit  https://www.ihg.com/content/us/en/customer-care/clean-promise.  "
Royal View Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d652907-Reviews-Royal_View_Hotel-Hong_Kong.html,d652907,   Individually wrapped toiletries   ,None
Auberge Discovery Bay Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d3349465-Reviews-Auberge_Discovery_Bay_Hong_Kong-Hong_Kong.html,d3349465,None,None
Wharney Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d302256-Reviews-Wharney_Hotel-Hong_Kong.html,d302256,None,None
99 Bonham All Suite Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d4006017-Reviews-99_Bonham_All_Suite_Hotel-Hong_Kong.html,d4006017,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff   ,None
Hilton Garden Inn Hong Kong Mongkok,https://www.tripadvisor.com/Hotel_Review-g294217-d11772135-Reviews-Hilton_Garden_Inn_Hong_Kong_Mongkok-Hong_Kong.html,d11772135,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Floors marked for social distancing    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Contactless check-out    Individually wrapped toiletries   ," A Cleaner Stay From Check-In to Check-Out
We’ve taken additional measures beyond our industry-leading cleaning standards by partnering with Reckitt, maker of Lysol &amp; Dettol, to develop our Hilton CleanStay program. This innovative program builds upon our already rigorous cleaning standards by providing enhanced training for Team Members, increased cleaning of public areas and adjusted food &amp; beverage service, to ensure our guests enjoy a worry-free stay.

Due to the current travel environment, hotel amenities and services may be limited. Visit the hotel website for specific property policies and updates. Please check with regional health and government authorities about the evolving health and safety requirements that may be in place at the location of your stay.

Learn more about what to expect during your next stay at:
 Hilton.com/WhatToExpect  "
Shamrock Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d309511-Reviews-Shamrock_Hotel-Hong_Kong.html,d309511,None,None
The Imperial Hotel,https://www.tripadvisor.com//Hotel_Review-g294217-d305809-Reviews-The_Imperial_Hotel-Hong_Kong.html,d305809,None,None
Stanford Hotel Hong Kong,https://www.tripadvisor.com//Hotel_Review-g294217-d308456-Reviews-Stanford_Hotel_Hong_Kong-Hong_Kong.html,d308456,None,None
Disney Explorers Lodge,https://www.tripadvisor.com//Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html,d12157399,None," Hong Kong Disneyland Resort continues its measured approach with health and safety measures such as capacity control, health screenings, temperature checks, requiring face masks, social distancing, and increased cleaning and sanitization. The online reservation system remains in place, with all guests being required to reserve their visit date with valid tickets or membership cards through the Hong Kong Disneyland Park Visit Reservation website prior to arrival. "
Kapok Apartment,https://www.tripadvisor.com//Hotel_Review-g294217-d1811974-Reviews-Kapok_Apartment-Hong_Kong.html,d1811974,None,None
Hotel Pravo,https://www.tripadvisor.com//Hotel_Review-g294217-d8384581-Reviews-Hotel_Pravo-Hong_Kong.html,d8384581,None,None
The T Hotel,https://www.tripadvisor.com//Hotel_Review-g294217-d1969654-Reviews-The_T_Hotel-Hong_Kong.html,d1969654,   Face masks required for guests in public areas    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Individually wrapped toiletries   ," In response to COVID-19, we are taking multiple steps to care for your wellbeing. Precautionary measures include enhanced cleaning and sanitization procedures in all guestrooms, dining outlets and public spaces in an effort to maintain a safe environment for you and your loved ones. "
Harbour Plaza Resort City Hong Kong,https://www.tripadvisor.com//Hotel_Review-g294217-d302328-Reviews-Harbour_Plaza_Resort_City_Hong_Kong-Hong_Kong.html,d302328,None,None
Hotel COZi Resort Tuen Mun,https://www.tripadvisor.com//Hotel_Review-g294217-d16904335-Reviews-Hotel_COZi_Resort_Tuen_Mun-Hong_Kong.html,d16904335,   All linens sanitized in high-temperature wash    Face masks required for guests in public areas    Face masks required for staff in public areas    Hand sanitizer available to guests &amp; staff    Stay-at-home policy for staff with symptoms    Regularly sanitized high-traffic areas     Staff required to regularly wash hands     Daily temperature and symptom checks for staff    Individually wrapped toiletries   ," In order to upkeep the facilities and services for our guests, our swimming pool will undergo regular maintenance work from 1 November 2021. The facility will be temporarily closed until further notice.
為了提供更優質的環境及服務予客人，酒店游泳池將於2021年11月1日起進行維修，設施將會暫停開放直至另行通知。 "
Casa Hotel Hong Kong,https://www.tripadvisor.com//Hotel_Review-g294217-d1425912-Reviews-Casa_Hotel_Hong_Kong-Hong_Kong.html,d1425912,None,None
Yesinspace Service Apartment,https://www.tripadvisor.com//Hotel_Review-g294217-d1229839-Reviews-Yesinspace_Service_Apartment-Hong_Kong.html,d1229839,None,None
