hotel name,hotel ID,review ID,review URL,customer review date,customer review year,userID,customer review score,customer review Title,customer review text,hotel reply yes or no,hotel reply text,hotel reply date,customer review text all,label_air,label_facilities,label_food,label_hygiene,label_infoSeeking,label_location,label_price,label_room,label_service,label_wifi,,
Nina Hotel Island South,d1765545,r792175485,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r792175485-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 12, 2021 ",2021,D3280D935E946B50FA3EEDE0115949A4,5,Ms Leung,"My daughter has just completed her 21 days quarantine at Nina Hotel.  Our reservation was handled by Anissa, the Reservation Manager.  She was very helpful, provided amazing customer service and did a superb job following up on all our requests in a professional manner.  Thank you again all the staff at this lovely hotel :) Would definitely recommend the hotel for its services.",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that your daughter had a nice experience during your stay and your kind words on our teammate anissa is highly appreciated. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 15, 2021","ms leung my daughter has just completed her 21 days quarantine at nina hotel.  our reservation was handled by anissa, the reservation manager.  she was very helpful, provided amazing customer service and did a superb job following up on all our requests in a professional manner.  thank you again all the staff at this lovely hotel :) would definitely recommend the hotel for its services.",0,0,0,0,1,0,0,0,1,0,,
Nina Hotel Island South,d1765545,r792025192,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r792025192-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 10, 2021 ",2021,08C391B67D490E99252F6704499FD94D,4,Quarantine 21 days,"Stayed here for 21 day quarantine, Nina hotel was definitely worth it with a hillside/sea view and options to add exercise equipment time went by much quicker.They also add a carepackage and some puzzles against boredom.Room for improvement, the breakfast does get a bit boring and repetitive. Lunch and dinner are quite good usually.",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is great to know that you are satisfied with room environment and quarantine arrangement. regarding your feedback on breakfast, we will discuss with related departments for improvement in the future.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 15, 2021","quarantine 21 days stayed here for 21 day quarantine, nina hotel was definitely worth it with a hillside/sea view and options to add exercise equipment time went by much quicker.they also add a carepackage and some puzzles against boredom.room for improvement, the breakfast does get a bit boring and repetitive. lunch and dinner are quite good usually.",0,0,1,0,0,0,1,1,0,0,,
Nina Hotel Island South,d1765545,r792019949,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r792019949-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 10, 2021 ",2021,30B3D79D5532CA92551FF97C8402080F,5,Excellent  Dine In food menu Choice during your quarantine stay.,"Nina Hotel has excellent customer service and amazing choice for upgrade dine in food menu.  Before I arrive in HK, I had a last minute change for my stay since my flight was delayed. And the reservation and front desk department were very helpful to correct my stay right away without any charges. Just a friendly reminder, for whose planning to HK from US should take the Covid test at San Francisco airport at Aisle 6, they know all the paper work and can save you some time. The Nina hotel can upgrade your food menu and the extra cost is around US $350 for 14days. You can pick your own choice and own drink even alcoholic drink is included, like Wine, Whisky or Cognac. This is my fifth day of my stay and I would like to share my story with you and if  you are planning to HK and picking the hotel, Nina Hotel South Island is your best choice and remember to upgrade the dine in food menu.",1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you had a satisfactory quarantine stay and the service provided by our teammates. we shall definitely share with the team, in order to excel ourselves further.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 15, 2021","excellent  dine in food menu choice during your quarantine stay. nina hotel has excellent customer service and amazing choice for upgrade dine in food menu.  before i arrive in hk, i had a last minute change for my stay since my flight was delayed. and the reservation and front desk department were very helpful to correct my stay right away without any charges. just a friendly reminder, for whose planning to hk from us should take the covid test at san francisco airport at aisle 6, they know all the paper work and can save you some time. the nina hotel can upgrade your food menu and the extra cost is around us $350 for 14days. you can pick your own choice and own drink even alcoholic drink is included, like wine, whisky or cognac. this is my fifth day of my stay and i would like to share my story with you and if  you are planning to hk and picking the hotel, nina hotel south island is your best choice and remember to upgrade the dine in food menu.",0,0,1,0,0,0,1,1,1,0,,
Nina Hotel Island South,d1765545,r791914255,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r791914255-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 10, 2021 ",2021,7E3C5E1648FA742801CB5D1BA14E261E,5,Great quarantine experience,"I completed my two week mandatory quarantine stay at the Nina hotel Island South. The room was clean, spacious, and well stocked with cleaning supplies and snacks. I was impressed was how much care the hotel took to make their guests feel welcome. The staff was outstanding and promptly accommodated all my requests. My checkout process was very pleasant. The young man who came to help with my luggage was very accommodating and courteous and made sure I had a good experience. Five stars all the way! My only minor complaint was that the puzzles they dropped off to keep us entertained were too challenging. I spent a lot of time on them but couldn’t solve them and therefore cannot claim my special gifts ",1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you are satisfied with our hotel quarantine arrangement and service provided. your compliment on our teammates are also highly appreciated. we shall definitely share with the team, in order to excel ourselves further. we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 10, 2021","great quarantine experience i completed my two week mandatory quarantine stay at the nina hotel island south. the room was clean, spacious, and well stocked with cleaning supplies and snacks. i was impressed was how much care the hotel took to make their guests feel welcome. the staff was outstanding and promptly accommodated all my requests. my checkout process was very pleasant. the young man who came to help with my luggage was very accommodating and courteous and made sure i had a good experience. five stars all the way! my only minor complaint was that the puzzles they dropped off to keep us entertained were too challenging. i spent a lot of time on them but couldn’t solve them and therefore cannot claim my special gifts ",0,0,0,1,1,0,0,1,1,0,,
Nina Hotel Island South,d1765545,r791911168,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r791911168-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 10, 2021 ",2021,138E105FD8149BC801BF74F768629FEB,5,Great Hotel for Quarantine,"Stayed 21 days for quarantine,  service great, views fantastic you can see ocean Park, especially at night with the lights on. Room very large and clean.Hotel staff very accommodating and friendly. Also lots of choices to get food delivered if you get fed up with the hotel food.Makes its a bit easier for the prison sentence.",1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you are satisfied with our quarantine arrangement. your compliment on our service is also highly appreciated. we shall definitely share with the team, in order to excel ourselves further.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 10, 2021","great hotel for quarantine stayed 21 days for quarantine,  service great, views fantastic you can see ocean park, especially at night with the lights on. room very large and clean.hotel staff very accommodating and friendly. also lots of choices to get food delivered if you get fed up with the hotel food.makes its a bit easier for the prison sentence.",0,0,1,1,1,0,0,1,1,0,,
Nina Hotel Island South,d1765545,r791770955,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r791770955-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 8, 2021 ",2021,BA2FE50E781B999EC6C01C8969117B6E,5,"Best quarantine hotel experience, amazing service","The concierge service has been amazing, service is impeccable during my stay. Always friendly and helpful staff, fast delivery and very careful handling of food. Can’t recommend it enough!! Truly impressed.",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice experience during your quarantine stay, it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 9, 2021","best quarantine hotel experience, amazing service the concierge service has been amazing, service is impeccable during my stay. always friendly and helpful staff, fast delivery and very careful handling of food. can’t recommend it enough!! truly impressed.",0,0,1,0,1,0,0,0,1,0,,
Nina Hotel Island South,d1765545,r791198619,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r791198619-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 4, 2021 ",2021,1EF6F9F8CEDB7E9E8283B44F2AFB1E5F,5,Keeping me happy is no easy feat; but Nina hotel smashed it.,"I thoroughly enjoyed my 3 weeks of quarantine in Nina Hotel Island South. It was such a peaceful experience.The rooms are spacious and clean; the high ceilings definitely helped in making the room feel airy and not claustrophobic. The flooring is solid and cool wood. But more than anything, what I was impressed with the most was how far the front desk and concierge would go to make my stay as pleasurable as possible.Keeping a guest happy for 3 weeks is by no means an easy feat.; and Nina hotel island south SMASHED IT. Of course staying in quarantine was not easy; however the front desk or concierge would more often than not find a solution to resolve. I’d like to thank everyone here for the past 3 weeks.",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice quarantine experience during your stay and your kind words on our teammates is highly appreciated. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 8, 2021","keeping me happy is no easy feat; but nina hotel smashed it. i thoroughly enjoyed my 3 weeks of quarantine in nina hotel island south. it was such a peaceful experience.the rooms are spacious and clean; the high ceilings definitely helped in making the room feel airy and not claustrophobic. the flooring is solid and cool wood. but more than anything, what i was impressed with the most was how far the front desk and concierge would go to make my stay as pleasurable as possible.keeping a guest happy for 3 weeks is by no means an easy feat.; and nina hotel island south smashed it. of course staying in quarantine was not easy; however the front desk or concierge would more often than not find a solution to resolve. i’d like to thank everyone here for the past 3 weeks.",0,0,0,1,0,0,0,1,1,0,,
Nina Hotel Island South,d1765545,r790943146,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r790943146-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 2, 2021 ",2021,6CD00B7A797545A4A1C3522453A7C755,5,Great Quarantine experience!,"My 21 day quarantine at Nina Hotel honestly flew by! I had a super spacious hill side room on a lower floor, which was perfect because I had a quiet, peaceful view but could still see people on the ground floor. The customer service is very good, especially considering that the staff had to take care of 400+ guests at a time. They always answered the phone politely and provided accommodation for almost all of your needs. As for food, I would say above average compared to many other hotels. 6 different menus to choose from and you are able to change once a week. Additionally, the surprise mid-week treats and local snacks, games were an unexpected surprise and really did make the experience more bearable! The community on the 'Nina inmates' whatsapp group is incredible, everyone has been so kind and the weekly happy hours are a lot of fun! Overall, Nina hotel had actually made my quarantine stay a very pleasant experience, and if I had to do another quarantine, Nina Hotel would be my pick!",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice quarantine experience during your stay and your kind words and you are satisfied with our overall quarantine arrangement. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 3, 2021","great quarantine experience! my 21 day quarantine at nina hotel honestly flew by! i had a super spacious hill side room on a lower floor, which was perfect because i had a quiet, peaceful view but could still see people on the ground floor. the customer service is very good, especially considering that the staff had to take care of 400+ guests at a time. they always answered the phone politely and provided accommodation for almost all of your needs. as for food, i would say above average compared to many other hotels. 6 different menus to choose from and you are able to change once a week. additionally, the surprise mid-week treats and local snacks, games were an unexpected surprise and really did make the experience more bearable! the community on the 'nina inmates' whatsapp group is incredible, everyone has been so kind and the weekly happy hours are a lot of fun! overall, nina hotel had actually made my quarantine stay a very pleasant experience, and if i had to do another quarantine, nina hotel would be my pick!",0,0,1,0,1,1,0,1,1,0,,
Nina Hotel Island South,d1765545,r790842938,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r790842938-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed June 2, 2021 ",2021,F472118707CEEAE8BE237377C801CFE1,5,Pleasant Quarantine stay,"I had a great stay at Nina Hotel for 21 days.I stayed in the mountain view room, never experienced any noise. The room is spacious and beds are comfortable. I especially like the wooden floor. Food are delicious. Also, super cute to send ""themed/surprising afternoon tea"" and mini games to keep you busy.Staff are very polite and friendly, and high efficiency upon any requests. I arrived at the hotel late in the evening, front desk staff still offer to provided dinner and give very clear instructions regarding the stay and tests. Highly recommend this quarantine package/stay!",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice experience during your quarantine stay and you are satisfied with our overall arrangement, including meal and service provided. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded June 3, 2021","pleasant quarantine stay i had a great stay at nina hotel for 21 days.i stayed in the mountain view room, never experienced any noise. the room is spacious and beds are comfortable. i especially like the wooden floor. food are delicious. also, super cute to send ""themed/surprising afternoon tea"" and mini games to keep you busy.staff are very polite and friendly, and high efficiency upon any requests. i arrived at the hotel late in the evening, front desk staff still offer to provided dinner and give very clear instructions regarding the stay and tests. highly recommend this quarantine package/stay!",0,0,1,0,1,0,0,1,1,0,,
Nina Hotel Island South,d1765545,r789616228,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r789616228-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed May 23, 2021 ",2021,DC8D5F674076474689F91BA3E3D23E02,5,enjoyed the stay!,"Stayed at Nina for 21days for quarantine. Really enjoyed it here with the spacious and clean room, the welcoming staff, and the weekly afternoon tea too!  Will definitely recommend it to ppl looking for a quarantine hotel or just a hotel to stay during normal travel!",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice experience during your quarantine stay and your kind words on our teammates is highly appreciated. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded May 24, 2021","enjoyed the stay! stayed at nina for 21days for quarantine. really enjoyed it here with the spacious and clean room, the welcoming staff, and the weekly afternoon tea too!  will definitely recommend it to ppl looking for a quarantine hotel or just a hotel to stay during normal travel!",0,0,1,1,0,0,0,1,1,0,,
Nina Hotel Island South,d1765545,r788557929,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r788557929-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed May 11, 2021 ",2021,8D96E73A76B1CBF2C42EFD20F5C94949,5,Quarantine stay at Nina,"Full kudos to the Nina Hotel Island South!I had a great quarantine stay here. The rooms are spacious.A big plus is having wooden floors, rather than manky carpets. Easy to keep clean.I had a hill view room, which was excellent. Nice to see the hillside & the trails!Food was good, & seemingly better than what I've seen at other quarantine hotels.WiFi is good.The best aspect of staying here though is the staff, who are super-helpful.The staff have a v challenging task, & they really do go the extra mile to make the quarantine experience as painless as possible for guests. They do a lot to keep morale high.Deliveries of food parcels & outside orders are accepted 24/7 & quickly delivered to rooms.There's also a great WhatsApp support group of current & (some) past guests.& it is tremendous to see how current & former guests support the staff. This is not something that one sees often in the service industry & is recognition of the care that the staff take & the amazing bond created (even though guests & staff barely see each other).I do not hesitate to recommend Nina Hotel Island South as a quarantine hotel in HK.Thank you.",1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you are satisfied with the hotel environment and our quarantine arrangement. your understanding & compliment to our teammates are also highly appreciated. we shall definitely share with the team, in order to excel ourselves further.with any future trip plans to visit hong kong or any inquiries, we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded May 13, 2021","quarantine stay at nina full kudos to the nina hotel island south!i had a great quarantine stay here. the rooms are spacious.a big plus is having wooden floors, rather than manky carpets. easy to keep clean.i had a hill view room, which was excellent. nice to see the hillside & the trails!food was good, & seemingly better than what i've seen at other quarantine hotels.wifi is good.the best aspect of staying here though is the staff, who are super-helpful.the staff have a v challenging task, & they really do go the extra mile to make the quarantine experience as painless as possible for guests. they do a lot to keep morale high.deliveries of food parcels & outside orders are accepted 24/7 & quickly delivered to rooms.there's also a great whatsapp support group of current & (some) past guests.& it is tremendous to see how current & former guests support the staff. this is not something that one sees often in the service industry & is recognition of the care that the staff take & the amazing bond created (even though guests & staff barely see each other).i do not hesitate to recommend nina hotel island south as a quarantine hotel in hk.thank you.",0,0,1,1,1,0,0,1,1,1,,
Nina Hotel Island South,d1765545,r787756175,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r787756175-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed May 2, 2021 ",2021,B247CA0B33804F2A8390EE1B481094BF,5,Decent and comfy quarantine stay,"2 weeks of quarantine could be challenging - especially when you have extra conditions that need to be taken care of. Huge thanks to the team at Nina Hotel Island South for prompt facilitation of the booking process (as regulations are changing from time to time) and did their best in accommodating my needs from special dietary requirements to getting dehumidifiers and checking on me on a daily basis just to make sure I'm still doing fine during the quarantine. Two weeks did fly by within a blink and yes I came back out in one piece! In addition to the amazing services, the mountain view room was quiet, clean, spacious and decent - much bigger than hotels in HK at a similar price. Facilities in the room were all in good condition. A pack of disinfectants/ disposable cleaning items were also provided for you to keep the room clean during the stay. All in all I would not hesitate to recommend this place if you are looking for a place to serve your quarantine order upon reaching HK, and just as a hotel of course, after the global pandemic. P.S. special mention to Marco, Nick, Kelvin and Sammy - they're the superstars who went above and beyond and helped me through the 2 weeks!",1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you had an enjoyable q-stay with us, and you are satisfied with our service provided, room facilities and quarantine arrangement. your compliment on our teammates marco, nick, kelvin and sammy are also highly appreciated. we shall definitely share with the team, in order to excel ourselves further.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded May 5, 2021","decent and comfy quarantine stay 2 weeks of quarantine could be challenging - especially when you have extra conditions that need to be taken care of. huge thanks to the team at nina hotel island south for prompt facilitation of the booking process (as regulations are changing from time to time) and did their best in accommodating my needs from special dietary requirements to getting dehumidifiers and checking on me on a daily basis just to make sure i'm still doing fine during the quarantine. two weeks did fly by within a blink and yes i came back out in one piece! in addition to the amazing services, the mountain view room was quiet, clean, spacious and decent - much bigger than hotels in hk at a similar price. facilities in the room were all in good condition. a pack of disinfectants/ disposable cleaning items were also provided for you to keep the room clean during the stay. all in all i would not hesitate to recommend this place if you are looking for a place to serve your quarantine order upon reaching hk, and just as a hotel of course, after the global pandemic. p.s. special mention to marco, nick, kelvin and sammy - they're the superstars who went above and beyond and helped me through the 2 weeks!",0,1,1,1,1,0,1,1,1,0,,
Nina Hotel Island South,d1765545,r787144293,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r787144293-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed April 24, 2021 ",2021,1C2C19CEE646CF24B806762F965FE48C,5,Very good Quarantine hotel choice,Large space for work out. Quiet on hill side. Even can see wild boars on hill. Got a large table and chair for work upon request. WiFi is quite good for work and video calls. Window Bay Area for reading in the late evening sunset time is really nice. Though only get half to 1 hr Sun. it’s ok for Hk hot days. Get surprise sweets and very friendly staff. Love the wooden floor and mop. Good for summer hot days. Air con is very good. No need aircon at night for me. Blackout curtain is good. Food is average. I tried both halal and Chinese and turned out halal was better for me. Pork was slightly too greasy and fat for me. Order your own fruit and milk from food panda. Only 5hkd and food panda has discounts and specials for new customers.,1,"dear valued guest,warmest greetings from nina hotel island south in hong kong!thank you so much for your encouraging 5 bullets review on us which has been a true motivation to all our team members. it is great to know that you are satisfied with our hotel room environment, facilities and services provided. we shall definitely share with the team, in order to excel ourselves further.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded April 25, 2021",very good quarantine hotel choice large space for work out. quiet on hill side. even can see wild boars on hill. got a large table and chair for work upon request. wifi is quite good for work and video calls. window bay area for reading in the late evening sunset time is really nice. though only get half to 1 hr sun. it’s ok for hk hot days. get surprise sweets and very friendly staff. love the wooden floor and mop. good for summer hot days. air con is very good. no need aircon at night for me. blackout curtain is good. food is average. i tried both halal and chinese and turned out halal was better for me. pork was slightly too greasy and fat for me. order your own fruit and milk from food panda. only 5hkd and food panda has discounts and specials for new customers.,1,0,1,0,1,0,0,1,1,1,,
Nina Hotel Island South,d1765545,r786271276,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r786271276-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed April 10, 2021 ",2021,36F98F7F8DC8655584E6C9C4056FE67D,5,"Great stay, made Quarantine a better experience","We had to spend 3 weeks for a quarantine at Nina Hotel and although quarantine wasn’t ever going to be our favourite 3 weeks in the world, Nina Hotel made it pleasant and more enjoyable with extremely helpful staff/ reception, great food and a lovely room. Thank you!",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a pleasant experience during your quarantine stay and you are satisfied with our service provided. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded April 11, 2021","great stay, made quarantine a better experience we had to spend 3 weeks for a quarantine at nina hotel and although quarantine wasn’t ever going to be our favourite 3 weeks in the world, nina hotel made it pleasant and more enjoyable with extremely helpful staff/ reception, great food and a lovely room. thank you!",0,0,1,0,0,0,0,0,1,0,,
Nina Hotel Island South,d1765545,r786046506,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r786046506-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed April 7, 2021 ",2021,1F541A38851FEF7EC643F3CCFB67FC05,5,Highly recommend as quarantine hotel!,"This is day 6 of my quarantine time in the Nina hotel and I am so pleased that I chose to do my 21 days of quarantine here. It is so hard deciding where to do your quarantine but I would highly recommend this hotel and the fabulous service they provide.Room view:I am in a city view room and on the 32nd floor: the room is spacious, bright and has an interesting view. For me having decent light is super important so I am delighted by the big windows and so much natural light (the blackout curtains work very well so you also get a good night's sleep). The view is not especially 'pretty' but it is open, I can see the top of the Ocean Park hill above a couple of office buildings and can even see a couple of cable cars! Through a gap in some other buildings I can see the entrance to Ocean Park and beyond that Aberdeen and the water. At night this is all lit up and is pretty. When you are in quarantine having an interesting, open view where you can see life going on, people, cars, boats etc makes a big difference. So big tick for location.Room size etc:Apparently it is 30sqm - my room has a ginormous double bed but there is still lots of room and space (I think they have removed some furniture). I do not like cramped spaces, but as I live in Hong Kong I am used to a smallish living environment but this room feels big and airy. There is a large open area in front of the windows where you could easily put an exercise bike/treadmill and a small work table and you would not feel cramped. My friends have leant me a folding table which is perfect for working/eating in the window bay. The window bay also has a wide sill, which is a nice alternative place to sit and chill out (pillows from the bed make it comfier!)There is a built-in glass 'desk' area under the tv, which is wide enough to eat or work at. There is a stool on wheels, no office chair (but I believe you can ask for one). The only other chair in the room is what I call the Bond villain chair, but it is quite comfy (and swivels!) and I use it to work from and it is ok. The fridge is the typical mini-fridge size but it works really well and keeps food cold. There is also a pull out storage area which has tea/coffee in it.There is a decent amount of storage space  (wardrobe, a low cupboard and a deep draw). The bathroom is spacious and the water pressure/temperature is great. FoodThe food is great and is far above my expectation. The portions are very generous (in fact sometimes too much) and the food is very tasty sometimes delicious! It is  fresh and well cooked. I have chosen to be on the 'healthy' menu and am really happy with it - I do sometimes add my own seasoning and flavours (such as chilli oil or mixed herbs) purely for my own taste. I have been particularly impressed by the fact that you get a really good portion of vegetables which are perfectly cooked (not mushy and not too hard). The Service:The 'Guest Engagement Team' (Marco, Jay, Johnny and Fannie) are great! They are friendly and responsive to all queries and problems. They are also very understanding of how difficult it is to do 21 days in seclusion and are doing a fabulous job of providing little treats/presents, games and activities: eg. over the Easter weekend we got origami paper and instructions, craft package of paints and an ornamental egg, an Easter cup cake, a sudoku puzzle. Each 'treat' is accompanied by a note - it is amazing how much excitement you feel when you hear the room door bell and then find on the table outside a small challenge or gift.Deliveries from friends/family or shops/food delivery services are all accepted and come to your door promptly.I would highly recommend this hotel and fully intend to support them by recommending to all my friends and I would not hesitate to come here as a non-quarantine guest too.",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice quarantine experience during your stay and you are satisfied with our hotel environment and food provided, your kind words on our teammates is highly appreciated. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded April 8, 2021","highly recommend as quarantine hotel! this is day 6 of my quarantine time in the nina hotel and i am so pleased that i chose to do my 21 days of quarantine here. it is so hard deciding where to do your quarantine but i would highly recommend this hotel and the fabulous service they provide.room view:i am in a city view room and on the 32nd floor: the room is spacious, bright and has an interesting view. for me having decent light is super important so i am delighted by the big windows and so much natural light (the blackout curtains work very well so you also get a good night's sleep). the view is not especially 'pretty' but it is open, i can see the top of the ocean park hill above a couple of office buildings and can even see a couple of cable cars! through a gap in some other buildings i can see the entrance to ocean park and beyond that aberdeen and the water. at night this is all lit up and is pretty. when you are in quarantine having an interesting, open view where you can see life going on, people, cars, boats etc makes a big difference. so big tick for location.room size etc:apparently it is 30sqm - my room has a ginormous double bed but there is still lots of room and space (i think they have removed some furniture). i do not like cramped spaces, but as i live in hong kong i am used to a smallish living environment but this room feels big and airy. there is a large open area in front of the windows where you could easily put an exercise bike/treadmill and a small work table and you would not feel cramped. my friends have leant me a folding table which is perfect for working/eating in the window bay. the window bay also has a wide sill, which is a nice alternative place to sit and chill out (pillows from the bed make it comfier!)there is a built-in glass 'desk' area under the tv, which is wide enough to eat or work at. there is a stool on wheels, no office chair (but i believe you can ask for one). the only other chair in the room is what i call the bond villain chair, but it is quite comfy (and swivels!) and i use it to work from and it is ok. the fridge is the typical mini-fridge size but it works really well and keeps food cold. there is also a pull out storage area which has tea/coffee in it.there is a decent amount of storage space  (wardrobe, a low cupboard and a deep draw). the bathroom is spacious and the water pressure/temperature is great. foodthe food is great and is far above my expectation. the portions are very generous (in fact sometimes too much) and the food is very tasty sometimes delicious! it is  fresh and well cooked. i have chosen to be on the 'healthy' menu and am really happy with it - i do sometimes add my own seasoning and flavours (such as chilli oil or mixed herbs) purely for my own taste. i have been particularly impressed by the fact that you get a really good portion of vegetables which are perfectly cooked (not mushy and not too hard). the service:the 'guest engagement team' (marco, jay, johnny and fannie) are great! they are friendly and responsive to all queries and problems. they are also very understanding of how difficult it is to do 21 days in seclusion and are doing a fabulous job of providing little treats/presents, games and activities: eg. over the easter weekend we got origami paper and instructions, craft package of paints and an ornamental egg, an easter cup cake, a sudoku puzzle. each 'treat' is accompanied by a note - it is amazing how much excitement you feel when you hear the room door bell and then find on the table outside a small challenge or gift.deliveries from friends/family or shops/food delivery services are all accepted and come to your door promptly.i would highly recommend this hotel and fully intend to support them by recommending to all my friends and i would not hesitate to come here as a non-quarantine guest too.",0,0,1,1,1,1,0,1,1,0,,
Nina Hotel Island South,d1765545,r785527773,https://www.tripadvisor.com/ShowUserReviews-g294217-d1765545-r785527773-Nina_Hotel_Island_South-Hong_Kong.html,"Reviewed March 30, 2021 ",2021,6AE3702212F75E3F553281A212166949,4,Good for quarantine!,"Every staff was so kind ( Eddie, Jimmy, Kelvin who helped me get delivery food ) and quite clean. Food was great as well. It was hard to spend 3wks no open window but wood floor made easier having clean room",1,"dear valued guest,thank you for your valuable time in writing a review on us!it is so delighted to learn that you had a nice quarantine experience during your stay and your kind words on our teammates is highly appreciated. it is always our firm believe to go extra mile in order to provide a homely comfort staying experience to all our guests, your compliment is of utmost important and great motivation to all our teammates.we look forward to welcoming you back many times in the future!best regards,cissy choigeneral managernina hotel island south","Responded March 31, 2021","good for quarantine! every staff was so kind ( eddie, jimmy, kelvin who helped me get delivery food ) and quite clean. food was great as well. it was hard to spend 3wks no open window but wood floor made easier having clean room",0,0,1,1,1,0,0,1,1,0,,
